id,employee_id,event_id,vehicle_id,arrived_at
221,8639,3769,7745,2025-01-08 13:25:33.208446
222,7614,8115,9475,2025-01-05 06:59:29.672275
223,5468,3076,6533,2025-01-05 13:01:22.834440
224,9249,8737,3214,2025-01-04 07:47:33.790417
225,7086,7866,6120,2025-01-04 10:04:57.247505
226,5824,9544,8382,2025-01-02 18:09:58.227907
227,2367,4227,4052,2025-01-09 01:45:04.302329
228,7010,2045,492,2025-01-03 04:19:35.595143
229,6468,13,1612,2025-01-06 05:58:39.917262
230,105,5717,6169,2025-01-09 00:35:59.377833
231,6702,1282,7509,2025-01-08 11:20:38.046560
232,3237,2815,6315,2025-01-05 07:09:33.061033
233,1019,4405,2477,2025-01-04 07:50:08.738144
234,6133,5956,2509,2025-01-07 05:49:08.013109
235,3854,4868,1818,2025-01-02 22:22:08.463190
236,4396,9194,3163,2025-01-02 00:58:45.243358
237,6530,1238,330,2025-01-04 16:41:34.907567
238,171,3998,7886,2025-01-04 09:18:58.108977
239,5119,6637,2241,2025-01-05 11:34:48.438539
240,2202,5632,4854,2025-01-03 22:54:51.092521
241,6022,901,6076,2025-01-08 21:23:38.686350
242,1542,5589,5839,2025-01-07 21:24:32.981812
243,1975,3220,9963,2025-01-04 16:08:36.446733
244,6879,810,2807,2025-01-04 20:40:08.392673
245,322,3488,2266,2025-01-08 13:38:43.470969
246,1468,1783,6789,2025-01-08 10:09:56.958807
247,7987,4296,9128,2025-01-03 19:33:02.148141
248,3968,427,1286,2025-01-05 22:10:57.587310
249,2939,208,6456,2025-01-06 16:25:35.255581
250,5623,6343,6554,2025-01-04 05:39:06.900676
251,7080,7382,7394,2025-01-07 13:47:28.946965
252,6988,5958,8295,2025-01-06 06:15:38.291072
253,7430,2923,3726,2025-01-06 21:44:10.870139
254,4748,2957,5914,2025-01-01 06:29:13.126055
255,2626,7935,6256,2025-01-04 05:41:24.453583
256,9518,9074,8668,2025-01-09 10:33:50.709589
257,1068,6923,6793,2025-01-02 00:09:32.229366
258,3210,7865,8508,2025-01-04 01:58:52.074634
259,7795,7172,3305,2025-01-07 17:36:35.532618
260,1990,683,8923,2025-01-09 00:05:54.534864
261,5213,1513,2205,2025-01-03 14:12:39.288598
262,5903,6829,5377,2025-01-08 06:53:06.037574
263,3024,4851,4034,2025-01-07 04:23:59.116045
264,6512,9333,294,2025-01-08 10:02:47.576921
265,4765,339,3063,2025-01-07 08:22:55.534043
266,5332,8609,7114,2025-01-02 09:12:05.856811
267,5407,7087,7429,2025-01-06 05:09:46.532959
268,9817,9873,5463,2025-01-08 00:56:37.337185
269,9049,9382,1105,2025-01-01 20:42:33.514698
270,2928,536,9439,2025-01-03 21:54:21.720330
271,7936,8270,2528,2025-01-05 04:20:03.759748
272,9921,2332,1652,2025-01-01 23:33:14.335367
273,8467,3068,6263,2025-01-08 16:08:36.600182
274,4551,7410,5947,2025-01-05 00:11:17.316585
275,3520,7423,4650,2025-01-06 17:52:45.712802
276,2907,2770,5663,2025-01-01 09:38:43.157372
277,264,8625,8341,2025-01-06 14:50:31.541268
278,8650,2166,4967,2025-01-07 01:57:19.099446
279,2793,3207,1256,2025-01-04 15:25:07.355155
280,6481,2875,6298,2025-01-06 09:46:03.530389
281,4062,1765,6344,2025-01-03 21:16:24.074137
282,758,9534,2937,2025-01-01 21:59:08.901376
283,983,9962,9399,2025-01-05 09:45:39.435019
284,8012,482,1503,2025-01-02 13:39:22.735876
285,4525,7210,8347,2025-01-08 01:36:46.622772
286,7703,4742,5668,2025-01-03 08:34:25.844797
287,6440,1680,4225,2025-01-03 09:05:39.634433
288,9974,6550,9119,2025-01-06 04:56:57.821899
289,2671,1317,8209,2025-01-02 17:46:47.118513
290,458,1633,5357,2025-01-05 09:58:19.654389
291,4254,5593,5406,2025-01-01 08:26:41.654841
292,6178,9727,4854,2025-01-02 21:46:04.001022
293,4433,683,3190,2025-01-03 03:25:00.974311
294,1730,4124,538,2025-01-06 03:22:50.427385
295,9409,6402,6136,2025-01-07 18:18:59.669612
296,798,6168,559,2025-01-08 19:17:53.711748
297,6215,9161,170,2025-01-02 21:48:55.758006
298,6277,9099,9964,2025-01-07 15:48:21.621237
299,961,4711,4582,2025-01-03 20:13:16.883932
300,4320,2242,6920,2025-01-03 21:00:59.165132
301,5614,5830,2779,2025-01-08 06:14:13.079435
302,3884,6255,4372,2025-01-08 22:37:30.413269
303,2025,5516,8867,2025-01-04 15:25:58.455631
304,9789,3402,9883,2025-01-06 16:23:40.744906
305,6444,9485,4378,2025-01-05 20:30:07.219378
306,9009,2313,9054,2025-01-01 10:15:31.576008
307,5977,5030,3444,2025-01-01 16:21:15.740076
308,2423,8053,3769,2025-01-03 08:41:22.377917
309,1831,3799,3361,2025-01-02 10:17:55.565397
310,5106,9366,8645,2025-01-09 11:04:45.173816
311,8679,4014,5501,2025-01-03 09:58:40.731958
312,8300,1029,6959,2025-01-08 13:53:19.208045
313,2854,3854,347,2025-01-06 16:14:09.651787
314,5135,3561,76,2025-01-06 13:55:31.853191
315,6670,5770,5665,2025-01-04 01:59:43.625823
316,7459,3950,9447,2025-01-04 05:49:01.439727
317,4966,7467,9187,2025-01-06 09:56:32.159380
318,2490,2552,8457,2025-01-08 02:26:50.914097
319,5509,600,2582,2025-01-07 18:56:23.075231
320,9857,5679,6379,2025-01-05 07:52:14.401701
321,4057,1581,3818,2025-01-04 04:38:37.032449
322,8203,9470,8220,2025-01-03 01:52:37.713322
323,6017,3671,5143,2025-01-01 03:45:26.060166
324,5374,1321,8706,2025-01-05 20:57:50.429960
325,9808,4026,2277,2025-01-04 08:13:42.749031
326,8573,2745,1889,2025-01-02 07:08:52.913869
327,6846,2588,3357,2025-01-07 11:37:36.805425
328,5106,5315,2856,2025-01-08 21:32:23.242614
329,8571,9974,8981,2025-01-08 01:13:01.003584
330,9306,6419,3420,2025-01-05 05:34:37.190220
331,2555,115,9173,2025-01-05 23:40:21.172333
332,1984,245,7322,2025-01-06 06:46:57.223516
333,166,4216,6067,2025-01-01 19:02:24.211893
334,9842,7384,8465,2025-01-03 08:56:45.017636
335,5171,4146,9751,2025-01-04 19:20:02.278347
336,8656,8131,5006,2025-01-05 09:58:29.434341
337,806,79,3629,2025-01-05 19:18:23.351306
338,6762,9217,4281,2025-01-05 01:14:59.526489
339,7395,3673,6799,2025-01-02 21:53:37.999578
340,4304,1896,1163,2025-01-03 08:54:23.890155
341,3970,2566,5996,2025-01-03 20:30:41.671483
342,9274,3901,7223,2025-01-06 09:02:15.354987
343,5814,1949,2536,2025-01-04 22:06:31.575060
344,8114,5903,5659,2025-01-05 22:31:42.508600
345,8890,9243,7404,2025-01-08 19:55:58.263419
346,7281,1567,2027,2025-01-04 01:22:20.426289
347,1940,7262,4243,2025-01-06 09:10:45.953144
348,1202,8663,5692,2025-01-01 17:27:54.855358
349,4130,5931,8204,2025-01-07 04:45:48.564907
350,6913,8679,9156,2025-01-06 13:55:59.642144
351,4557,3858,9850,2025-01-05 21:59:45.645774
352,9235,4707,1089,2025-01-07 20:05:43.489574
353,9047,6430,7122,2025-01-06 12:51:54.645355
354,5383,1541,3532,2025-01-04 18:51:13.788471
355,4750,3915,5336,2025-01-04 18:08:11.815413
356,2740,1500,4567,2025-01-02 11:36:13.194574
357,1877,9094,2421,2025-01-01 08:42:51.028788
358,6926,8448,9397,2025-01-03 16:26:46.534606
359,1298,4059,6139,2025-01-04 02:23:45.484577
360,4146,5275,5963,2025-01-02 08:16:53.196087
361,7981,8762,5647,2025-01-07 19:43:48.355208
362,2161,588,9330,2025-01-07 07:50:09.898437
363,2915,1687,5884,2025-01-05 00:35:56.562014
364,5619,4288,2928,2025-01-01 04:37:49.981993
365,2460,1674,3486,2025-01-01 03:44:23.765263
366,8565,9,6989,2025-01-07 23:25:46.421076
367,8509,9544,9844,2025-01-07 04:04:49.588558
368,2036,1366,5233,2025-01-05 11:49:34.034804
369,4339,1989,3309,2025-01-09 04:33:18.181776
370,7831,4072,1395,2025-01-09 02:24:11.869047
371,4690,6017,1000,2025-01-01 10:54:52.739426
372,1527,3450,4444,2025-01-05 06:26:07.924418
373,9323,4178,4404,2025-01-07 19:00:42.900770
374,207,3097,2982,2025-01-01 16:41:50.731735
375,1522,6461,7113,2025-01-04 05:21:57.887824
376,9078,3367,6696,2025-01-01 01:07:40.284262
377,9873,6866,2978,2025-01-06 16:40:11.843032
378,2116,8479,8993,2025-01-03 14:54:42.820873
379,7135,3339,842,2025-01-08 12:34:38.125016
380,6990,4203,1507,2025-01-08 01:24:31.880150
381,8687,7453,30,2025-01-06 18:26:20.163486
382,6474,4846,9599,2025-01-06 03:33:49.380805
383,1347,9590,907,2025-01-02 16:07:49.185109
384,1105,5864,8031,2025-01-05 14:16:18.504850
385,4806,7048,5293,2025-01-03 02:36:19.799935
386,7938,6189,5812,2025-01-01 04:11:34.944355
387,7621,7111,7542,2025-01-04 08:33:26.451766
388,2651,479,4977,2025-01-07 20:10:55.128580
389,6538,9788,8276,2025-01-03 05:52:16.211844
390,5116,2874,1662,2025-01-02 04:42:03.995328
391,3347,7528,636,2025-01-01 15:02:50.435249
392,3854,3616,9969,2025-01-04 02:57:07.014930
393,3777,95,9611,2025-01-01 22:00:58.225839
394,6109,2067,9646,2025-01-08 22:24:31.200007
395,6171,1833,8586,2025-01-08 00:19:33.205475
396,4321,6338,9585,2025-01-03 00:47:17.146779
397,3880,9776,3559,2025-01-02 08:50:06.553515
398,4695,5808,4618,2025-01-07 23:51:46.821083
399,4080,5419,5453,2025-01-05 14:15:00.572664
400,1426,2544,4382,2025-01-06 11:50:37.911715
401,3962,3496,9813,2025-01-02 14:11:39.483338
402,5096,4910,9882,2025-01-03 16:26:13.403556
403,5232,4297,5549,2025-01-04 15:06:39.618130
404,4070,2282,8347,2025-01-05 22:57:23.635827
405,8122,6157,6123,2025-01-06 20:19:17.645888
406,1484,7323,6696,2025-01-08 21:51:55.711342
407,7381,3201,908,2025-01-02 13:57:56.122002
408,1310,2744,2766,2025-01-05 12:49:57.864503
409,4004,4381,2122,2025-01-02 23:38:48.537986
410,8689,5697,5921,2025-01-07 14:53:55.498074
411,7132,3983,9239,2025-01-07 22:11:21.371219
412,3214,3213,3663,2025-01-07 08:50:56.198549
413,4677,9208,8154,2025-01-06 08:46:06.152799
414,1307,1253,5071,2025-01-05 17:06:50.480094
415,3592,1608,6594,2025-01-04 00:24:06.404187
416,9282,8171,7559,2025-01-03 02:47:45.746608
417,6002,6109,9521,2025-01-09 08:37:00.618510
418,4565,3108,8029,2025-01-01 15:35:03.692575
419,4685,8161,5318,2025-01-09 02:35:49.882520
420,7487,8831,2644,2025-01-04 07:05:42.984240
421,1775,1706,9949,2025-01-05 03:17:49.159805
422,2664,7349,1496,2025-01-07 13:00:51.194828
423,2191,85,1851,2025-01-01 08:48:58.621433
424,5791,7356,347,2025-01-05 06:10:49.837571
425,9295,5763,893,2025-01-06 09:08:41.797990
426,1963,1554,9208,2025-01-04 16:14:58.353150
427,1839,58,5811,2025-01-04 14:35:07.806605
428,551,2524,8653,2025-01-07 09:37:11.677531
429,5479,4031,8552,2025-01-07 16:18:08.952198
430,4372,2409,3237,2025-01-06 07:32:26.293791
431,7424,6046,1488,2025-01-02 06:42:26.239001
432,8329,7425,5994,2025-01-04 02:56:41.667189
433,7007,3195,6376,2025-01-01 05:39:37.170875
434,6244,3057,7073,2025-01-06 08:23:21.740014
435,8522,4232,9494,2025-01-04 15:14:53.932525
436,7473,9488,2924,2025-01-05 05:40:14.238889
437,820,9659,6245,2025-01-07 02:11:02.203897
438,9317,4301,5766,2025-01-05 17:02:58.136669
439,5106,9644,5095,2025-01-03 05:39:53.677985
440,9673,7561,7091,2025-01-03 10:16:47.201024
441,3752,8767,4826,2025-01-03 12:18:31.810735
442,2341,491,2296,2025-01-02 22:11:04.963225
443,4204,649,7159,2025-01-02 20:50:14.434575
444,594,6376,3669,2025-01-05 05:48:59.881836
445,1095,4001,6276,2025-01-03 18:40:23.085693
446,5207,6327,2384,2025-01-09 05:25:23.225960
447,5938,1637,5381,2025-01-08 11:08:19.992353
448,305,161,4660,2025-01-04 00:06:06.982944
449,228,9130,2359,2025-01-05 08:26:57.692699
450,9314,3291,8705,2025-01-09 00:48:41.123290
451,5941,8110,9098,2025-01-05 03:55:06.858530
452,4651,9251,4792,2025-01-05 18:58:46.679556
453,6893,4753,5173,2025-01-01 07:56:09.987049
454,2523,6577,3302,2025-01-08 20:08:57.598148
455,4432,1444,1021,2025-01-09 01:40:46.849450
456,9341,7437,6777,2025-01-05 00:52:19.345340
457,1642,1761,4510,2025-01-08 13:12:21.099631
458,2343,7722,5828,2025-01-06 20:26:54.441205
459,1214,2441,8192,2025-01-04 03:48:39.532239
460,6905,3438,4695,2025-01-04 05:42:46.181767
461,6206,480,1195,2025-01-01 21:27:49.757622
462,3591,8027,2816,2025-01-04 21:48:06.750180
463,110,5316,7136,2025-01-01 13:08:27.717440
464,647,4524,8324,2025-01-01 03:37:51.467170
465,7147,4835,4256,2025-01-01 02:00:58.277169
466,3552,6561,4235,2025-01-04 00:31:59.633640
467,1398,1882,6100,2025-01-01 09:50:35.630903
468,4009,8837,6853,2025-01-08 11:18:53.354001
469,2359,4270,300,2025-01-06 02:16:41.627601
470,3684,8467,3542,2025-01-06 19:25:41.699293
471,3526,5429,9310,2025-01-02 22:03:38.673467
472,8132,3042,5597,2025-01-07 06:39:28.007557
473,2652,2294,5460,2025-01-05 20:48:29.572934
474,2389,217,9411,2025-01-02 14:09:31.240153
475,665,761,5208,2025-01-09 02:32:07.211686
476,2851,2315,5816,2025-01-08 07:35:46.084039
477,699,7130,4749,2025-01-02 07:56:15.019604
478,7733,4336,4444,2025-01-01 20:03:26.459829
479,2996,8459,2086,2025-01-05 12:49:34.882451
480,7965,3648,1820,2025-01-01 22:38:29.887166
481,9924,5360,499,2025-01-07 07:38:39.827712
482,1476,9790,6773,2025-01-02 02:28:54.054565
483,3381,5840,9599,2025-01-06 04:28:05.092044
484,7036,3319,8419,2025-01-06 01:12:02.074022
485,7279,6421,8714,2025-01-09 02:10:49.321972
486,2793,8776,5426,2025-01-05 01:01:25.705093
487,4527,422,4200,2025-01-02 16:36:03.088219
488,3900,4354,1848,2025-01-01 20:38:19.664150
489,1774,1238,5512,2025-01-07 01:51:23.684253
490,3539,1233,1630,2025-01-03 17:12:23.760674
491,5659,346,9861,2025-01-04 09:47:10.322460
492,7279,9189,2971,2025-01-04 04:34:56.891666
493,1117,5965,2909,2025-01-01 02:32:08.948246
494,5520,1505,7148,2025-01-04 20:37:41.868910
495,7257,5042,7145,2025-01-06 21:27:45.914506
496,8959,6497,2868,2025-01-08 10:27:12.566070
497,8267,5473,8489,2025-01-07 15:56:19.948131
498,8582,7561,9396,2025-01-01 05:18:13.666604
499,7205,3580,1104,2025-01-07 21:40:26.982126
500,6662,1400,4668,2025-01-08 08:37:22.975909
501,5946,5159,2911,2025-01-01 12:40:20.017492
502,3482,2829,3665,2025-01-07 19:11:16.181363
503,9686,943,5408,2025-01-06 15:14:21.183861
504,2802,2391,3008,2025-01-05 09:12:53.165669
505,6658,5859,4762,2025-01-03 17:23:01.134038
506,4649,511,5206,2025-01-06 20:14:59.922033
507,1767,2014,1012,2025-01-08 14:12:45.141122
508,5173,94,9701,2025-01-01 23:37:45.646476
509,2139,8142,8502,2025-01-05 18:11:35.249624
510,7369,9660,4676,2025-01-01 13:26:25.470673
511,619,2186,9287,2025-01-01 00:40:52.041186
512,4271,4369,5222,2025-01-02 16:42:31.088969
513,6933,1214,2344,2025-01-02 10:51:33.353757
514,1220,415,9403,2025-01-06 05:15:51.881689
515,5746,2886,3043,2025-01-07 16:39:43.301734
516,6311,740,1647,2025-01-02 01:29:06.530873
517,6458,9053,1090,2025-01-01 14:47:48.796708
518,5799,7855,9397,2025-01-06 16:50:18.159737
519,1680,6215,7886,2025-01-05 04:48:03.646474
520,2222,9613,7082,2025-01-05 21:04:37.022932
521,933,1472,2139,2025-01-08 15:20:55.898532
