id,name,location_id
410,пастух,5443
411,метал,2771
412,бігати,9751
413,дрібниця,4478
414,угодний,1289
415,зелений,3747
416,адвокат,2029
417,занадто,9102
418,надати,6541
419,квапливий,9081
420,супроводжуватися,1936
421,черговий,5416
422,вигнати,3229
423,кишеня,131
424,співрозмовник,3280
425,червʼяк,1911
426,олівець,4159
427,червонй,8376
428,наполегливо,2287
429,пристрій,8108
430,функція,7149
431,болісно,8303
432,прірва,3631
433,космос,5794
434,місце,4134
435,місце,1992
436,наштовхнутися,1555
437,казна-хто,3752
438,нарада,1484
439,склянка,5886
440,недолік,4895
441,гуляти,9398
442,лівий,9905
443,виражений,839
444,їсти,745
445,метал,4110
446,страта,2905
447,один,6637
448,спорт,36
449,зате,9453
450,олівець,1613
451,загроза,9128
452,міркування,5477
453,супроводжуватися,6494
454,пити,4813
455,нестерпний,934
456,програміст,4598
457,висіти,2825
458,червʼяк,7887
459,тривога,2331
460,заклад,2814
461,єврейський,8562
462,різноманітний,2659
463,сумнівний,9009
464,оборот,8153
465,співати,8085
466,розвинений,8679
467,потім,7158
468,забирати,2811
469,командир,4299
470,правий,5406
471,забирати,2522
472,яскраво,2081
473,очко,5448
474,степ,8905
475,командир,5611
476,ленінград,7702
477,несподівано,1281
478,синок,1054
479,тривога,5009
480,заклик,9432
481,терапія,4716
482,залучати,9113
483,ланцюжок,4876
484,податковий,7854
485,здригнутися,3953
486,запустити,6197
487,казна-хто,3421
488,вибирати,4245
489,зарплата,9204
490,зміна,8741
491,летіти,6520
492,метелик,1625
493,монета,6349
494,їсти,8903
495,бригада,2307
496,розвернутися,8653
497,брову,6263
498,подвірʼя,6338
499,вказаний,7919
500,груди,4231
501,ремінь,8786
502,інтернет,7498
503,услати,5086
504,зупинити,603
505,спосіб,532
506,факультет,5989
507,несподіваний,1196
508,загроза,3996
509,інший,6756
510,коваль,1825
511,вказаний,7971
512,хотіти,2160
513,міркування,1757
514,вечір,390
515,розлад,828
516,страта,1477
517,здалеку,3658
518,синок,5010
519,боєць,9770
520,аналіз,6452
521,увійти,7513
522,помовчати,688
523,покидати,9889
524,співати,8589
525,спорт,8651
526,космос,3671
527,вчора,9193
528,виблискувати,7951
529,навряд,104
530,очко,9112
531,вітати,9316
532,заклик,9526
533,розвинений,4086
534,народ,5550
535,покинути,8649
536,ніч,877
537,деякий,7659
538,інтелектуальний,8770
539,командир,2574
540,кпсс,4864
541,нервово,5782
542,чотири,3086
543,райком,2487
544,міра,7199
545,камінчик,5347
546,пристойний,3221
547,дорогий,2899
548,доба,469
549,настати,8899
550,тута,7312
551,несподіваний,9210
552,хліб,8942
553,безглуздий,8316
554,сумнівний,2651
555,паща,5693
556,виникнення,1294
557,метал,3651
558,сумнівний,4892
559,темніти,5140
560,потім,9863
561,бригада,5078
562,даль,4740
563,похмуро,1129
564,світило,9258
565,насолода,1272
566,небезпека,1176
567,шолом,4023
568,намір,8365
569,щур,4541
570,число,9218
571,фахівець,267
572,салон,7921
573,коробка,9424
574,м'який,7162
575,дошлий,7774
576,різноманітний,7606
577,слати,2370
578,конференція,2902
579,бочок,7948
580,прірва,9784
581,від'їзд,3114
582,зловити,6284
583,навіщо,3061
584,бак,6904
585,монета,4538
586,ніч,526
587,незвичний,1275
588,колектив,2883
589,прошепотіти,3874
590,почуття,88
591,світило,3991
592,мати,9599
593,число,5500
594,колишній,989
595,прошепотіти,4887
596,спасти,775
597,багаття,4162
598,академік,8737
599,незручно,3834
600,застосовуватися,3063
601,яблуко,4651
602,червонй,4510
603,зловити,3470
604,палата,2420
605,конструкція,3216
606,зима,8344
607,степ,5929
608,плід,7382
609,пастух,9531
610,юний,75
611,гараж,8445
612,лівий,8450
613,упор,6408
614,валюта,9803
615,через,3281
616,палець,2651
617,безглуздий,5315
618,загроза,8626
619,заклад,1189
620,забирати,2443
621,написати,6004
622,бочок,5062
623,метал,1274
624,радість,4527
625,обуритися,4468
626,вскакивать,4684
627,епоха,9475
628,мигнути,5339
629,незвичний,9543
630,командування,5099
631,написати,1499
632,коваль,5427
633,можливо,2813
634,направо,7299
635,знаходити,654
636,трясти,4889
637,надати,4425
638,бак,1458
639,олівець,8950
640,написати,1923
641,ламати,4645
642,прихований,1058
643,ламати,8711
644,падати,5637
645,інвалід,4640
646,тривога,8169
647,коваль,3136
648,танцювати,275
649,ніж,3676
650,інфекція,692
651,уникати,6974
652,благати,8229
653,лапа,9573
654,художній,1936
655,голубчик,1769
656,паща,1421
657,століття,793
658,вказаний,3196
659,діставати,1740
660,щастя,5187
661,доба,5044
662,чоловічок,4932
663,падаль,5865
664,мить,5028
665,гуляти,6069
666,ковзати,5813
667,товар,3376
668,багряний,111
669,виконувати,4124
670,століття,4909
671,вовк,7609
672,від'їзд,483
673,перетнути,8315
674,коваль,2077
675,тривога,3426
676,інтелектуальний,2951
677,вибирати,6258
678,бригада,9876
679,боєць,6976
680,крутий,2628
681,відповісти,4697
682,дрімати,6754
683,плід,4010
684,означати,7903
685,радити,6718
686,банк,9803
687,виблискувати,4561
688,конструкція,7106
689,результат,5645
690,господь,348
691,ідея,3628
692,вчений,5877
693,палець,2294
694,функція,5787
695,ідея,2625
696,пристойний,7538
697,простір,8393
698,прохід,6373
699,аж,3184
700,один,3603
701,забирати,7478
702,розводити,8549
703,зрідка,291
704,похорон,1018
705,упустити,9156
706,вчора,8782
707,художній,4331
708,зима,6694
709,свіжий,2593
710,відзначити,4839
711,супроводжуватися,6064
712,склянка,1918
713,недолік,6689
714,космос,6913
715,пробувати,5037
716,дрімати,7562
717,виражений,3352
718,число,6033
719,епоха,6366
720,падати,4502
721,від'їзд,4843
722,черговий,9717
723,п'ятеро,2561
724,знімати,4195
725,вечір,3047
726,дальній,6569
727,пробувати,3254
728,труп,1854
729,гроші,8758
730,програміст,1422
731,головка,5802
732,новий,1387
733,виникнення,3752
734,командувач,7208
735,вивчити,7371
736,інший,1887
737,вечір,6597
738,палець,5104
739,матерія,3143
740,бок,5985
741,гідність,9472
742,прошепотіти,3872
743,міф,4562
744,ламати,8491
745,поїзд,1166
746,ланцюжок,2632
747,вмирати,34
748,рідкий,8493
749,зате,8595
750,збудження,9405
751,дорогий,2910
752,прелесть,3761
753,поставити,8771
754,степ,9425
755,ставити,2570
756,вперед,1920
757,поява,3341
758,райком,1717
759,правильний,4407
760,робочий,39
761,викинути,6052
762,купа,5366
763,блискучий,2789
764,спорт,6055
765,рота,3417
766,гуляти,6659
767,танцювати,6541
768,так,7140
769,задерти,3895
770,головний,9642
771,зелений,6200
772,мільярд,3676
773,заплакати,2014
774,рис,8557
775,інтелектуальний,5617
776,о,6327
777,демократія,7597
778,трубка,7041
779,покидати,7774
780,розвернутися,1817
781,зрідка,348
782,число,8528
783,інший,1768
784,затримати,8282
785,будівництво,8816
786,адвокат,3542
787,хотіти,7357
788,натиснути,9702
789,залучати,8231
790,сміливий,6745
791,розводити,2400
792,дихання,1569
793,крутий,4923
794,висіти,1194
795,секунда,476
796,насолода,5687
797,виблискувати,7137
798,гідність,4562
799,юний,8948
800,знищення,3138
801,жити,1707
802,трубка,2880
803,штаб,7774
804,тривога,2112
805,каюта,8097
806,шкільний,5842
807,вивчити,5822
808,функція,4563
809,блін,9146
810,приятель,6058
811,тютюн,997
812,затримати,1158
813,штаб,3737
814,банк,4853
815,відділ,9510
816,зрідка,6507
817,тютюн,6858
818,здригнутися,7256
819,монета,4733
820,оборот,5872
821,зрідка,99
822,медицина,6385
823,наполегливо,2978
824,застосовуватися,6856
825,вітрина,8144
826,покинути,4441
827,підземний,6334
828,серйозний,1916
829,здалеку,3796
830,страта,6955
831,означати,4693
832,бажання,4400
833,недолік,84
834,зупинити,5077
835,гроші,4921
836,решітка,3989
837,порт,1303
838,навряд,1959
839,перетнути,5283
840,виблискувати,9236
841,правління,3785
842,байдужий,5248
843,купа,8072
844,безглуздий,5352
845,покидати,2914
846,камінчик,5343
847,тисяча,9804
848,груди,8180
849,рота,9953
850,страта,7920
851,насолода,1549
852,шолом,8992
853,ліхтарик,1230
854,склянка,3657
855,нервово,893
856,колектив,5920
857,бригада,9262
858,прохід,4407
859,в'язниця,235
860,трясти,666
861,наштовхнутися,6251
862,вираз,4321
863,рот,9670
864,виражений,3465
865,монета,3289
866,рішення,3045
867,черевик,1834
868,інфекція,8356
869,падати,1495
870,термін,7743
871,пані,326
872,робочий,6710
873,самостійно,1349
874,валюта,8111
875,звільнити,4545
876,гроші,990
877,зупинити,4738
878,розвернутися,4238
879,упустити,6708
880,крутий,4707
881,труп,6586
882,червень,8769
883,зрозумілий,7153
884,ягода,8932
885,намір,9222
886,розкішний,5471
887,неправда,3656
888,виконувати,6595
889,мить,7626
890,важкий,6221
891,плід,8333
892,а,205
893,відділ,2699
894,пристрасть,882
895,хлопчисько,7831
896,низький,6329
897,спорт,8059
898,болото,9456
899,конференція,7950
900,бетонний,8533
901,бригада,2893
902,заспівати,9550
903,дихання,7664
904,вказаний,2006
905,програміст,2180
906,незвичайний,1266
907,блін,6090
908,важкий,918
909,сходити,6235
910,міра,8712
911,природний,1679
912,один,3917
913,рот,2843
914,господь,7289
915,чоловічок,1585
916,секунда,8240
917,аж,2955
918,купа,7658
919,деякий,5365
920,присісти,7824
921,нога,1547
922,хата,9316
923,триста,2445
924,актриса,3224
925,метелик,4149
926,ліворуч,830
927,один,5423
928,зображати,9886
929,розвернутися,3346
930,медицина,1604
931,засунути,2886
932,міф,8224
933,виражений,142
934,тисяча,5827
935,покоління,1864
936,комунізм,5686
937,валюта,5126
938,метал,7532
939,правильний,3990
940,спосіб,8404
941,лапа,6320
942,а,1011
943,гідність,7189
944,інвалід,569
945,вибирати,3527
946,прохід,3822
947,природа,6362
948,гіркий,665
949,кордон,5819
950,виникнення,719
951,друкувати,992
952,неправда,5157
953,незвичайний,6457
954,вчора,6412
955,заклад,2234
956,конференція,8389
957,сміття,1853
958,гіркий,1624
959,шкіра,471
960,дальній,3886
961,зелений,4147
962,мʼята,7453
963,ніч,5450
964,салон,1292
965,прошепотіти,4532
966,комунізм,2894
967,рідкий,6873
968,грати,6284
969,прірва,603
970,новий,7905
971,вмирати,5783
972,ліхтарик,7789
973,низький,5548
974,мить,9480
975,лівий,5191
976,викинути,6423
977,податковий,345
978,який,907
979,житель,7413
980,падаль,6047
981,один,5819
982,підлога,8453
983,сміливий,5321
984,благати,3542
985,зупинити,77
986,розвернутися,4232
987,дихання,6952
988,солома,9970
989,повністю,5900
990,підземний,5493
991,нервово,3415
992,перетнути,3200
993,важливий,407
994,а,9019
995,похмуро,2197
996,супроводжуватися,1344
997,синок,8807
998,художній,4435
999,ідея,6940
1000,важкий,8911
1001,палиця,609
1002,хід,7226
1003,прем'єра,1645
1004,мати,1555
1005,чітко,185
1006,монета,119
1007,степ,8581
1008,упор,6005
1009,встати,8723
1010,легко,4299
1011,фахівець,4009
1012,палата,603
1013,коричневий,7291
1014,червонй,6784
1015,незручно,1955
1016,адже,3432
1017,століття,9006
1018,натиснути,7802
1019,порівняння,1778
1020,встати,2754
1021,крутий,7456
1022,різноманітний,5740
1023,ідея,9429
1024,хлопчисько,397
1025,байдужий,5908
1026,простір,5139
1027,господь,8708
1028,бригада,3080
1029,крутий,4147
1030,друкувати,5420
1031,місце,9850
1032,теорія,360
1033,угодний,1385
1034,забирати,4448
1035,ефект,1319
1036,світило,8346
1037,основа,4988
1038,потім,2987
1039,спорт,1128
1040,нарада,7607
1041,виднітися,3529
1042,термін,7305
1043,мить,5250
1044,надати,317
1045,картинка,5333
1046,ставити,1855
1047,вовк,6472
1048,художній,9875
1049,синок,4727
1050,співати,8868
1051,хід,4388
1052,услати,9231
1053,розвернутися,2316
1054,сонце,9987
1055,виражений,9844
1056,природний,6434
1057,холодно,8125
1058,дихання,2227
1059,порада,7067
1060,протягувати,310
1061,ефект,3355
1062,доба,3079
1063,що-небудь,8115
1064,дрімати,9526
1065,вітрина,338
1066,спосіб,103
1067,століття,5143
1068,жорстокий,312
1069,єдиний,9586
1070,хлопець,827
1071,вечір,2781
1072,видимо,3597
1073,наступати,1685
1074,пірʼя,6307
1075,зміна,7219
1076,пити,4169
1077,сходити,2797
1078,легко,4313
1079,що-небудь,4172
1080,військовий,9707
1081,увійти,5457
1082,доба,5754
1083,трубка,7237
1084,пристрасть,4177
1085,зміна,4281
1086,аж,8351
1087,вітрина,3462
1088,за,3956
1089,уточнити,5604
1090,факультет,7346
1091,суглоб,8880
1092,червень,6105
1093,дрібниця,5001
1094,п'ятеро,4988
1095,отже,7919
1096,прірва,3853
1097,кордон,84
1098,рота,8016
1099,свіжий,5596
1100,несподіваний,7670
1101,витягувати,1931
1102,решітка,5150
1103,прірва,6393
1104,рота,1341
1105,космос,7397
1106,чотири,1899
1107,перебивати,4530
1108,сміятися,8531
1109,монета,1619
1110,щастя,4491
1111,здригнутися,2017
1112,підкинути,1948
1113,хата,685
1114,космос,6425
1115,функція,567
1116,здригнутися,6014
1117,прихований,4787
1118,щось,4241
1119,покидати,2204
1120,ґаздиня,3493
1121,байдужий,5977
1122,угодний,3193
1123,відповісти,7078
1124,передо,169
1125,боєць,658
1126,висіти,9671
1127,увійти,2803
1128,вчений,7343
1129,гіркий,8655
1130,синок,7904
1131,число,6490
1132,ліловий,1549
1133,століття,3330
1134,від'їзд,5267
1135,вечір,7358
1136,збудження,5136
1137,ковзати,829
1138,інтернет,7491
1139,простір,624
1140,натиснути,4347
1141,близько,9388
1142,прощення,3184
1143,головка,807
1144,бок,8847
1145,розлад,5325
1146,пісенька,4894
1147,рідкий,8967
1148,ставити,4594
1149,єврейський,9629
1150,що,3047
1151,розвинений,1169
1152,пані,4287
1153,рис,8846
1154,ремінь,8871
1155,правий,8095
1156,пристрасть,1868
1157,висловлюватися,8729
1158,ніж,9019
1159,тута,6243
1160,вітрина,1180
1161,дихання,7663
1162,монета,7171
1163,червʼяк,2171
1164,гуляти,2612
1165,єврейський,3141
1166,небезпека,2318
1167,прошепотіти,4949
1168,інфекція,256
1169,лівий,6512
1170,мʼята,430
1171,багаття,2480
1172,комунізм,3475
1173,природний,2087
1174,казна-хто,3635
1175,важкий,7658
1176,ліловий,5381
1177,інший,9578
1178,можливо,2593
1179,при,2408
1180,господиня,806
1181,академік,6256
1182,єдиний,6822
1183,розвинений,9885
1184,гараж,4787
1185,розвинений,4190
1186,метал,8250
1187,сумнівний,6264
1188,яскраво,6820
1189,розуміти,2155
1190,дихання,3507
1191,близько,8531
1192,єврейський,1140
1193,ставити,5325
1194,синок,3238
1195,ефект,4690
1196,вітрина,9311
1197,художній,5847
1198,крутий,8399
1199,армійський,5667
1200,знімати,2566
1201,звільнення,9542
1202,хлопчисько,1696
1203,правильний,4907
1204,танцювати,2098
1205,упустити,5859
1206,застосовуватися,9608
1207,при,6158
1208,правління,9154
1209,палець,1777
1210,покоління,7205
1211,друкувати,3211
1212,розвинений,4803
1213,плід,4246
1214,о,2140
1215,інший,7304
1216,запустити,9310
1217,зелений,4019
1218,житель,5365
1219,дрімати,9083
1220,аналіз,4346
1221,заборонити,5983
1222,закласти,3502
1223,кут,7129
1224,написати,444
1225,тисяча,6127
1226,набір,4706
1227,виражений,7248
1228,шолом,4563
1229,труп,3195
1230,мʼята,7160
1231,вітати,1579
1232,промовчати,6373
1233,зрідка,3426
1234,адже,2514
1235,заклик,6077
1236,що,424
1237,приходити,7504
1238,пані,1151
1239,залучати,9245
1240,пані,1532
1241,набір,8528
1242,банк,8672
1243,викинути,864
1244,різноманітний,4155
1245,чоловічок,3223
1246,їсти,4783
1247,доба,5097
1248,постійний,7564
1249,квапливий,7208
1250,функція,757
1251,дошлий,3726
1252,ручка,6169
1253,струмок,7119
1254,покоління,3935
1255,соціалістичний,7348
1256,ліворуч,5986
1257,радити,1788
1258,болото,1881
1259,боєць,2173
1260,прелесть,3611
1261,за,1551
1262,район,638
1263,рис,3374
1264,метелик,6788
1265,медицина,4164
1266,шкільний,1774
1267,солома,4410
1268,обуритися,3041
1269,поріг,7595
1270,валюта,7659
1271,реклама,507
1272,трубка,4514
1273,коваль,2168
1274,обуритися,2966
1275,термін,5655
1276,черевик,6057
1277,набір,9421
1278,незвичайний,4071
1279,услати,2468
1280,вечір,5108
1281,яскраво,3344
1282,командир,270
1283,неправда,4815
1284,хід,8400
1285,лягати,5564
1286,призначити,9413
1287,матерія,2192
1288,натиснути,2497
1289,встати,132
1290,покидати,8751
1291,близько,3496
1292,гуляти,1213
1293,гіркий,4047
1294,ланцюжок,8175
1295,зловити,5940
1296,похорон,7741
1297,який,6114
1298,поїзд,6206
1299,колектив,2491
1300,виражений,2942
1301,танцювати,1548
1302,ленінград,8049
1303,низький,9913
1304,вчора,1506
1305,термін,7497
1306,витримати,2486
1307,палець,7326
1308,підземний,3532
1309,несподівано,9037
1310,черговий,9273
1311,вивести,9711
1312,забирати,9685
1313,прірва,1021
1314,соціалістичний,6748
1315,дружно,2
1316,покидати,5274
1317,виражений,65
1318,похмуро,6805
1319,через,8378
1320,конференція,3394
1321,очко,6373
1322,домогтися,6535
1323,шолом,7311
1324,знаходити,83
1325,жити,3721
1326,вітрина,7070
1327,що,2384
1328,порада,8836
1329,порода,6962
1330,підлога,4812
1331,затримати,5824
1332,ліворуч,1646
1333,нині,6126
1334,раніше,136
1335,мимо,9300
1336,забирати,7303
1337,ланцюжок,2206
1338,вмирати,8207
1339,боєць,2801
1340,жити,557
1341,виражений,8060
1342,діловий,6181
1343,слати,8961
1344,промовчати,5660
1345,нервово,4915
1346,гіркий,4293
1347,салон,4925
1348,степ,9664
1349,пані,2030
1350,страта,3313
1351,солома,7642
1352,порада,2786
1353,скинути,134
1354,виникнення,4605
1355,демократія,2278
1356,вовк,2974
1357,повністю,5039
1358,розуміти,3454
1359,червень,212
1360,салон,7904
1361,призначити,5669
1362,кут,3214
1363,камінчик,4222
1364,угодний,6949
1365,порівняння,5713
1366,спорт,2983
1367,натиснути,1238
1368,відповідність,4064
1369,відділ,4040
1370,єврейський,8034
1371,правління,2344
1372,житель,870
1373,народ,1654
1374,будівництво,2679
1375,ленінград,7663
1376,образа,6001
1377,зрозумілий,8531
1378,й,9304
1379,скинути,2538
1380,коробка,5378
1381,перетнути,1771
1382,викинути,2961
1383,падати,3963
1384,висловлюватися,9005
1385,пісня,2099
1386,правий,7449
1387,підкинути,5946
1388,болото,4692
1389,що-небудь,4807
1390,білизна,3925
1391,постійний,2599
1392,вітати,9223
1393,наполегливо,9371
1394,гіркий,2798
1395,інший,2363
1396,спосіб,3520
1397,вечір,5308
1398,даль,9408
1399,сумний,3542
1400,ставити,3876
1401,домогтися,6478
1402,занадто,8396
1403,незвичайний,8019
1404,засунути,6637
1405,вибирати,7972
1406,незвичний,9546
1407,диявол,7817
1408,протягувати,3844
1409,мета,6843
1410,каюта,51
1411,спорт,5829
1412,спасти,9189
1413,інфекція,8633
1414,пропадати,5423
1415,місце,4862
1416,хід,5263
1417,недолік,3474
1418,монета,9462
1419,гіркий,8226
1420,почуття,3093
1421,деякий,4655
1422,настати,7658
1423,ковзати,221
1424,болісно,888
1425,космос,3864
1426,ніж,7331
1427,солома,234
1428,черговий,4963
1429,актриса,7003
1430,медицина,5612
1431,торгівля,6868
1432,похмуро,9598
1433,пісня,6468
1434,застосовуватися,7046
1435,червонй,3
1436,спорт,5900
1437,другий,1642
1438,спорт,8641
1439,ручка,7087
1440,ліловий,793
1441,розуміти,1824
1442,навряд,5536
1443,пристрій,105
1444,аналіз,6875
1445,бетонний,2680
1446,ланцюжок,3838
1447,епоха,4880
1448,пастух,3198
1449,протягувати,7775
1450,секунда,4186
1451,банда,1754
1452,розгубитися,9743
1453,дрібниця,7481
1454,район,4860
1455,бок,2894
1456,вітрина,1281
1457,терапія,5931
1458,прощення,5897
1459,промовчати,1335
1460,дихання,3673
1461,п'ятеро,4574
1462,мати,4061
1463,виблискувати,5073
1464,тута,4343
1465,зате,4220
1466,присісти,9537
1467,податковий,4733
1468,трубка,5362
1469,приятель,473
1470,комунізм,4846
1471,безпорадний,9538
1472,бригада,70
1473,чотири,4716
1474,лягати,4498
1475,інтелектуальний,2744
1476,камінчик,2730
1477,пірʼя,9915
1478,кидати,3150
1479,через,810
1480,тута,2763
1481,червонй,2390
1482,метал,4241
1483,інвалід,5913
1484,казна-хто,7195
1485,космос,2816
1486,радити,6141
1487,вмирати,563
1488,зима,6532
1489,поїзд,942
1490,вечір,177
1491,трубка,3769
