id,alarm_id,object_id
381,6926,6994
382,9178,6831
383,300,4619
384,1651,9803
385,4582,7766
386,890,3065
387,5813,4985
388,9054,3323
389,6837,997
390,6439,4689
391,6214,1683
392,7837,3936
393,5411,87
394,7350,4199
395,9879,1050
396,9036,132
397,2636,6946
398,9768,40
399,6600,1615
400,6119,7751
401,5480,4627
402,6473,994
403,2184,8664
404,7209,3552
405,9940,9438
406,7218,4383
407,4138,790
408,4868,9328
409,6885,4633
410,3819,4969
411,6669,3050
412,2397,2885
413,1032,2450
414,1226,8031
415,1354,9550
416,4641,8953
417,8696,7802
418,6791,7314
419,6686,2815
420,3704,3686
421,6997,8135
422,7069,6232
423,490,1675
424,9457,6941
425,7475,9085
426,5573,7067
427,2275,7410
428,8246,905
429,6098,8199
430,7090,673
431,8001,9487
432,8282,7489
433,6605,8205
434,7173,2545
435,4226,6486
436,8623,9948
437,5727,4870
438,9365,6948
439,836,2432
440,7975,6021
441,137,9289
442,318,2788
443,6234,1131
444,8657,439
445,2853,2888
446,4214,365
447,1380,2632
448,2183,5647
449,5973,5581
450,8405,9419
451,4560,3238
452,1077,3356
453,6907,434
454,9636,2028
455,3220,3011
456,9084,1893
457,377,4299
458,5231,7735
459,4644,8248
460,9340,8389
461,364,3824
462,5729,3876
463,9459,9605
464,2067,4461
465,8145,330
466,6982,9037
467,152,5613
468,418,9236
469,8843,2226
470,5080,778
471,7396,2378
472,4522,1143
473,4722,6299
474,7978,8230
475,773,3545
476,8573,5617
477,748,8102
478,6487,2728
479,1795,2249
480,8354,6102
481,2489,6233
482,7576,1834
483,8272,3783
484,6307,1962
485,5377,992
486,3615,8236
487,4834,8935
488,4498,7672
489,7769,8941
490,1961,2444
491,7518,543
492,7972,3188
493,7993,4620
494,8275,9002
495,6002,4356
496,8774,3706
497,9653,7616
498,6051,5677
499,2989,9628
500,6808,9987
501,8188,3994
502,589,4932
503,5088,9046
504,2421,3791
505,422,868
506,4009,7125
507,291,6475
508,4541,6179
509,1156,208
510,5143,6836
511,7683,9446
512,182,5381
513,7212,7500
514,6745,7179
515,7340,6763
516,2266,4369
517,2915,3085
518,949,2141
519,4976,6610
520,8525,9792
521,440,8875
522,9458,9339
523,483,4034
524,6486,6829
525,3414,1358
526,2169,6554
527,8616,7865
528,2096,6166
529,9498,2560
530,1808,1870
531,7520,9526
532,6431,9070
533,934,8349
534,9059,2734
535,704,4434
536,2240,7507
537,6137,9883
538,6967,2796
539,9277,7812
540,3753,8079
541,6942,9641
542,7585,2080
543,7326,6163
544,7201,3619
545,9053,1839
546,857,5500
547,9441,7353
548,9896,4393
549,8741,4289
550,7684,6680
551,2721,7004
552,5113,633
553,3273,2327
554,9818,5423
555,2095,4910
556,4417,5425
557,2613,8248
558,4848,462
559,2581,4942
560,8870,3085
561,1948,5109
562,8455,417
563,3667,1417
564,7474,850
565,6457,3538
566,6628,3308
567,3344,3447
568,119,3005
569,498,2740
570,1313,8911
571,5093,8847
572,9161,1429
573,3916,2388
574,1013,3616
575,5523,6964
576,4292,3749
577,7130,7284
578,8075,1598
579,4326,7179
580,2084,7764
581,7092,8755
582,1140,2186
583,3612,7687
584,8700,796
585,3808,9611
586,1421,5941
587,2155,1363
588,4799,6909
589,3953,5191
590,9184,898
591,7274,7871
592,8657,7202
593,2577,6202
594,4885,9614
595,516,610
596,1328,9288
597,2372,1486
598,7003,2696
599,6781,7911
600,516,2026
601,8991,2825
602,7690,8229
603,7282,4409
604,7633,1636
605,7975,441
606,2630,5241
607,2439,7148
608,9332,4633
609,2520,2002
610,6517,8040
611,2525,700
612,1371,3433
613,8982,5406
614,27,7484
615,4841,2617
616,1592,5181
617,4103,8927
618,8988,7672
619,3261,7758
620,7007,5709
621,72,6415
622,9590,6541
623,2440,2527
624,945,3514
625,9436,7958
626,8365,4562
627,6847,7971
628,6343,9300
629,8641,3519
630,8030,795
631,5709,4282
632,9858,6330
633,462,2252
634,9398,9274
635,633,7588
636,5213,5391
637,9554,8187
638,1396,5053
639,3932,2385
640,6624,7838
641,8031,8303
642,6229,4559
643,3480,4549
644,7379,6664
645,7175,3312
646,6798,1142
647,9564,8575
648,4390,2630
649,4260,8367
650,1301,3543
651,4231,571
652,7963,1281
653,1674,5907
654,8016,7663
655,3152,5109
656,5573,1822
657,4312,5931
658,8707,3260
659,5321,855
660,7426,1352
661,5669,4192
662,3775,6389
663,5746,2113
664,9409,1407
665,8964,8791
666,3770,8205
667,3296,2935
668,1030,2278
669,1185,5098
670,2520,4131
671,2123,3139
672,117,5457
673,335,4285
674,2353,7604
675,6533,2760
676,6959,7153
677,8489,6795
678,2833,3795
679,7349,7757
680,9831,5676
681,8771,5009
682,4583,3848
683,3646,3072
684,5303,51
685,1311,6914
686,3531,9848
687,3442,8552
688,6973,3317
689,5842,8233
690,8514,3927
691,1017,685
692,8721,3186
693,1162,9945
694,1995,3898
695,9398,6378
696,692,5094
697,604,6509
698,7183,3821
699,8076,215
700,346,6709
701,2278,4773
702,430,7468
703,5281,8837
704,8656,809
705,7651,3694
706,1248,5255
707,8730,8522
708,9821,2488
709,8020,6583
710,1361,6604
711,5395,8964
712,7118,2621
713,193,7895
714,8744,8467
715,2881,7468
716,2493,8379
717,2346,69
718,7295,5300
719,5373,6731
720,8119,415
721,5074,8286
722,982,7000
723,8388,5515
724,6245,8619
725,756,1991
726,7689,8343
727,3286,9499
728,9853,6114
729,139,3292
730,5610,1514
731,9157,954
732,3853,2636
733,8448,580
734,9656,9921
735,6306,9141
736,5583,7371
737,7787,2965
738,5004,6812
739,3534,7771
740,8581,1562
741,7119,4444
742,9048,321
743,2419,3107
744,6571,8469
745,9021,2352
746,9560,5005
747,3318,9155
748,4935,7410
749,680,9988
750,3934,2993
751,834,2380
752,6148,2050
753,3271,6758
754,9119,665
755,9297,1384
756,2948,7570
757,6234,5166
758,1476,9863
759,7826,8348
760,7820,4203
761,2930,502
762,2916,1251
763,6929,5818
764,363,3762
765,8106,3431
766,4938,7218
767,5644,9646
768,2219,9344
769,7759,5240
770,5816,9061
771,9204,3719
772,2530,4926
773,4338,2539
774,4141,15
775,4962,4117
776,3844,2448
777,3876,2656
778,9254,9430
779,2511,1554
780,709,6125
781,8051,3400
782,5681,1406
783,8446,8999
784,8729,6728
785,334,5470
786,8463,8571
787,1018,2556
788,9061,599
789,8144,6736
790,2792,9689
791,6263,703
792,3810,7353
793,29,6663
794,641,2770
795,7147,9450
796,7492,3096
797,8802,3401
798,2710,7779
799,8252,8773
800,6265,6823
801,6023,5005
802,1540,5753
803,8475,2696
804,9009,3092
805,9629,3595
806,5687,2557
807,3352,3960
808,6061,1292
809,8215,1592
810,1888,3867
811,2490,8559
812,9011,2906
813,5193,6043
814,8906,8081
815,9925,7903
816,7842,7405
817,2374,7869
818,8588,3552
819,9002,80
820,724,1068
821,6164,2795
822,2055,4247
823,6425,8228
824,2043,308
825,38,63
826,8321,2370
827,5733,5591
828,4073,8882
829,1496,9550
830,9022,7449
831,1033,9201
832,8887,2771
833,2219,55
834,2160,2968
835,5054,9320
836,6196,1585
837,3424,1840
838,4640,7352
839,2520,7383
840,8444,7749
841,574,487
842,2148,3117
843,2192,6515
844,2516,5522
845,8052,2120
846,5191,3594
847,7865,9999
848,633,9660
849,5902,2858
850,2222,4466
851,4138,1149
852,2595,3959
853,2996,8104
854,4584,9320
855,4340,959
856,7492,5360
857,4780,7701
858,1337,5117
859,5182,614
860,1487,1836
861,3221,6658
862,4438,3250
863,9686,9227
864,4186,8873
865,2300,2401
866,7469,7678
867,9078,6446
868,8020,8279
869,3656,5495
870,8678,378
871,9553,1898
872,5012,4366
873,6029,4968
874,9783,3148
875,3579,8973
876,7757,2195
877,1706,7385
878,3864,4996
879,4320,1186
880,4392,5304
881,1253,5759
882,8642,6080
883,6198,111
884,3833,9872
885,6856,4391
886,2470,2627
887,2113,3204
888,7481,193
889,5337,8966
890,6219,9142
891,5895,8124
892,5090,5526
893,8379,8255
894,6844,2365
895,8777,6781
896,6942,7695
897,7131,5679
898,6425,8238
899,490,1589
900,4374,1900
901,9373,2835
902,1001,2917
903,878,820
904,5065,270
905,849,2009
906,1031,3723
907,5533,2280
908,6246,330
909,1036,1241
910,7850,2787
911,5323,8969
912,3597,7534
913,1029,6704
914,1652,2604
915,324,9838
916,3063,5796
917,9085,5280
918,1344,7893
919,1607,7928
920,6178,6912
921,4040,5621
922,4089,4551
923,6566,249
924,5820,4805
925,4557,3205
926,3111,1256
927,2977,9751
928,8891,3741
929,402,1312
930,1878,4186
931,5023,1060
932,1853,8336
933,1576,7948
934,4350,3372
935,4587,4599
936,1851,657
937,1689,6982
938,1391,18
939,4673,9219
940,7089,6906
941,4028,2601
942,356,7099
943,8541,4808
944,5595,3488
945,3164,5918
946,9429,4369
947,5303,1081
948,2863,6014
949,6755,1916
950,2897,146
951,3508,3083
952,1202,6658
953,2791,2950
954,5155,5232
955,7561,9713
956,8658,7633
957,64,776
958,8380,3647
959,6073,7055
960,8173,9915
961,499,2749
962,7801,9642
963,7441,8222
964,1484,312
965,4254,129
966,1827,6732
967,2489,9070
968,3131,3421
969,44,4127
970,680,3019
971,2353,3149
972,3717,5762
973,9184,7701
974,7023,5359
975,9468,7307
976,501,6744
977,6972,4297
978,6211,2363
979,5023,8648
980,6115,3425
981,5738,2723
982,3863,5309
983,2226,6772
984,339,6869
985,3469,6056
986,5068,2293
987,896,7589
988,448,294
989,69,2413
990,1527,4949
991,6789,7626
992,8551,4212
993,9017,8672
994,6481,6140
995,8739,2535
996,758,3011
997,2196,2087
998,2438,1650
999,6032,3306
1000,142,5655
1001,1828,5068
1002,4458,6973
1003,5272,6097
1004,9527,7840
1005,6516,4377
1006,4944,5394
1007,4733,2801
1008,4313,7946
1009,689,9097
1010,3525,587
1011,5668,1186
1012,4747,5162
1013,4016,9378
1014,6154,6641
1015,8026,3161
1016,2064,1784
1017,3469,8873
1018,8289,6060
1019,345,578
1020,7670,7370
1021,2572,3781
1022,144,1716
1023,3700,9022
1024,7420,193
1025,3035,8999
1026,6059,4996
1027,6152,3594
1028,1055,1168
1029,4785,9984
1030,1193,4956
1031,3861,4690
1032,7404,3168
1033,5668,2228
1034,1233,5398
1035,832,8561
1036,3028,1933
1037,8526,9596
1038,7162,8756
1039,7020,8603
1040,3666,1001
1041,3106,6616
1042,8264,211
1043,8425,7297
1044,9200,4165
1045,4948,9431
1046,5574,4381
1047,7303,3162
1048,2454,4185
1049,1637,4176
1050,2483,851
1051,4210,873
1052,106,8153
1053,9831,4165
1054,5488,138
1055,5469,9330
1056,8457,9020
1057,3143,7390
1058,9932,178
1059,3166,7665
1060,9113,4927
1061,993,1579
1062,3645,5237
1063,6463,1262
1064,4782,959
1065,1149,6081
1066,4321,3531
1067,5180,7415
1068,4735,3173
1069,9999,8559
1070,614,6412
1071,7842,214
1072,8892,4143
1073,4865,1237
1074,9512,467
1075,8251,518
1076,9525,1044
1077,4020,8338
1078,6717,7974
1079,3835,7880
1080,755,417
1081,1836,9462
1082,8954,7388
1083,4657,4997
1084,6263,392
1085,3206,8611
1086,6016,6918
1087,3136,8298
1088,3296,1953
1089,3365,1756
1090,6696,4754
1091,5456,1032
1092,697,1027
1093,4557,657
1094,8549,6977
1095,7285,3519
1096,6276,9195
1097,6011,5758
1098,9321,1480
1099,9162,9951
1100,6823,361
1101,2289,3522
1102,6617,3651
1103,6806,8535
1104,2456,299
1105,7880,2344
1106,2628,7064
1107,5805,4437
1108,4016,8606
1109,9667,879
1110,9027,615
1111,5633,2070
1112,4881,9814
1113,8254,1541
1114,2873,7094
1115,4660,8097
1116,9165,1572
1117,7134,9231
1118,6382,4332
1119,4123,8136
1120,5990,4017
1121,6824,4630
1122,8302,9746
1123,6460,9539
1124,4052,8952
1125,7046,2691
1126,4724,8445
1127,3507,5667
1128,2907,6913
1129,3951,1301
1130,4543,4901
1131,4125,8148
1132,1916,1634
1133,6068,5506
1134,4668,2232
1135,3122,7797
1136,2320,2987
1137,1298,7162
1138,3263,2892
1139,5109,3818
1140,6764,4335
1141,9650,7696
1142,7898,5033
1143,6874,3693
1144,8914,7396
1145,5451,5768
1146,8747,2486
1147,4568,324
1148,378,2243
1149,4906,3462
1150,4876,1553
1151,1783,3473
1152,4119,2704
1153,2194,5093
1154,9501,832
1155,9499,6946
1156,8212,4660
1157,8008,4693
1158,1018,4754
1159,7672,3397
1160,6977,5989
1161,3305,5854
1162,7153,291
1163,3404,647
1164,3119,9299
1165,70,1009
1166,238,2876
1167,9688,7484
1168,7487,3508
1169,1219,6727
1170,7940,8205
1171,7305,1933
1172,8672,3501
1173,1976,6931
1174,1328,4800
1175,5163,5544
1176,8857,3626
1177,9355,4509
1178,4813,532
1179,8238,1185
1180,1485,3868
1181,3168,5037
1182,5730,7120
1183,391,8516
1184,6110,8924
1185,6699,7629
1186,9822,4234
1187,6845,3577
1188,7194,2014
1189,3055,9923
1190,7231,9803
1191,5851,8051
1192,7441,7995
1193,3484,5003
1194,2539,1380
1195,47,4756
1196,4253,5799
1197,6654,964
1198,2489,4011
1199,9296,7903
1200,4402,2177
1201,2677,5069
1202,8944,3595
1203,78,3730
1204,8225,809
1205,6982,3712
1206,2368,3007
1207,2271,9699
1208,3923,7729
1209,2969,2143
1210,3761,5992
1211,712,6973
1212,7104,1913
1213,2717,5175
1214,6994,7799
1215,8374,9414
1216,6533,8338
1217,1990,5624
1218,5232,883
1219,9067,4531
1220,2214,8006
1221,2294,7557
1222,5525,9573
1223,9079,5907
1224,7539,4479
1225,4581,142
1226,5591,7901
1227,7154,301
1228,5267,5451
1229,8784,1041
1230,6466,7689
1231,9512,2471
1232,8138,9901
1233,5058,1169
1234,9022,9331
1235,141,7591
1236,1523,2533
1237,5128,947
1238,5686,2920
1239,9671,226
1240,5160,4009
1241,9943,4362
1242,496,4634
1243,5720,480
1244,2436,9401
1245,8883,9823
1246,673,4366
1247,3475,2216
1248,4600,5466
1249,8351,6117
1250,700,4396
1251,8547,8734
1252,5256,2663
1253,1332,6012
1254,7075,2673
1255,3885,7208
1256,6398,7274
1257,6197,1266
1258,9531,8934
1259,9174,3967
1260,1370,3802
1261,2732,3352
1262,3332,3433
1263,7377,1537
1264,5362,240
1265,7075,1644
1266,4,2423
1267,4033,7275
1268,6697,5097
1269,1936,5169
1270,3343,8534
1271,3379,6251
1272,5967,8576
1273,2376,7907
1274,1526,3065
1275,2380,3863
1276,9084,86
1277,9627,7066
1278,7129,9585
1279,5996,5802
1280,3045,5015
1281,3435,425
1282,6939,5304
1283,7731,3985
1284,5089,7994
1285,212,7470
1286,8266,9301
1287,336,8350
1288,7408,8154
1289,6705,5676
1290,8630,3927
1291,9361,78
1292,1524,49
1293,4452,843
1294,3501,1806
1295,3196,2886
1296,9613,7332
1297,9095,8803
1298,6136,5135
1299,177,1045
1300,8643,2836
1301,9550,6203
1302,6949,2847
1303,6537,6194
1304,2948,9925
1305,4465,2685
1306,9018,2051
1307,6924,2314
1308,4748,3622
1309,8798,7644
1310,2469,6805
1311,9402,1442
1312,3850,1672
1313,1941,7290
1314,9280,4624
1315,4364,8801
1316,4240,102
1317,313,5485
1318,218,9790
1319,7130,7716
1320,622,125
1321,8880,6258
1322,6213,8500
1323,999,6372
1324,8479,2844
1325,1876,7708
1326,5593,9228
1327,7404,9621
1328,1459,6426
1329,1806,5273
1330,6618,5608
1331,2265,1135
1332,5982,9104
1333,4878,6024
1334,8653,6815
1335,9795,2620
1336,1483,5066
1337,928,8040
1338,1561,8736
1339,7729,892
1340,4834,4560
1341,8332,2674
1342,3251,3250
1343,48,787
1344,8431,981
1345,4679,9833
1346,8812,1034
1347,7935,8346
1348,1838,416
1349,5659,9137
1350,5155,8683
1351,9182,9685
1352,780,7175
1353,8886,3563
1354,9422,6909
1355,6612,7677
1356,8291,1317
1357,5449,7355
1358,7241,751
1359,733,4641
1360,98,6106
1361,3005,4445
1362,6102,6986
1363,924,3743
1364,9701,1996
1365,5165,4557
1366,4965,3428
1367,1945,1340
1368,4376,6027
1369,8341,1961
1370,8244,5807
1371,3694,8456
1372,9022,8201
1373,214,4644
1374,9948,4040
1375,9272,5458
1376,1225,9284
1377,7465,1012
1378,2855,8831
1379,7640,5491
1380,2466,6774
1381,54,4888
1382,9431,910
1383,557,2081
1384,8233,6675
1385,7909,1690
1386,9387,3558
1387,4554,1180
1388,825,6253
1389,811,4483
1390,3204,489
1391,2369,755
1392,7722,2074
1393,8549,329
1394,5018,6452
1395,5044,1413
1396,8611,6230
1397,4755,1182
1398,2764,3288
1399,4551,1874
1400,6417,4642
1401,6333,6574
1402,395,301
1403,1160,2522
1404,5734,4870
1405,2484,7750
1406,833,9885
1407,7690,7683
1408,9934,7906
1409,8853,8193
1410,1038,1272
1411,2377,7928
1412,1546,2949
1413,6378,2023
1414,8880,9396
1415,5912,1679
1416,1367,5133
1417,1092,916
1418,7948,848
1419,9263,8019
1420,1035,3856
1421,6316,8631
1422,7862,7524
1423,8632,9565
1424,7090,1876
1425,723,2592
1426,6716,2307
1427,4020,4315
1428,4737,5978
1429,7729,1993
1430,6710,6070
1431,6660,4162
1432,9292,6756
1433,6905,5823
1434,476,9204
1435,7913,5173
1436,1973,1972
1437,7102,1865
1438,5622,7144
1439,3851,1152
1440,2240,5102
1441,672,2532
1442,3659,3276
1443,5184,2881
1444,1629,6252
1445,2659,8467
1446,5167,3719
1447,5325,9680
1448,6278,799
1449,7213,3080
1450,188,6555
1451,9728,9390
1452,9515,7182
1453,9208,2469
1454,9382,6234
1455,2162,6247
1456,6302,6506
1457,5143,2661
1458,3187,5177
1459,3451,4889
1460,8276,2843
1461,4419,3778
1462,6124,1901
1463,3404,5684
1464,5445,6571
1465,7007,2318
1466,6906,5371
1467,1800,6659
1468,4520,6382
1469,2879,8929
1470,2927,8998
1471,3818,4719
1472,2375,6723
1473,1665,8637
1474,3201,3438
1475,3311,3095
1476,6011,1876
1477,9152,1758
1478,4756,237
1479,3459,2351
1480,5353,281
1481,9669,1505
1482,5389,7366
1483,8031,6361
1484,50,4885
1485,2205,5504
1486,3333,2280
1487,8117,5562
1488,3499,8203
1489,1748,7990
1490,4369,1019
1491,8964,155
1492,6580,4072
1493,856,2499
1494,5750,8081
1495,5728,3366
1496,9773,951
1497,6450,2445
1498,3340,6114
1499,8832,5070
1500,4478,539
1501,9652,2039
1502,4251,3448
1503,8898,9213
1504,1588,6630
1505,9814,3383
1506,8404,2332
1507,9208,3426
1508,4616,5846
1509,3460,3725
1510,1855,7581
1511,8624,3157
1512,3049,5745
1513,6599,4940
1514,1918,9654
1515,3344,7011
1516,8515,438
1517,8273,8295
1518,8440,1822
1519,352,9035
1520,9620,2361
1521,2113,9288
1522,183,4234
1523,8309,8012
1524,9636,6533
1525,1387,3452
1526,1708,9481
1527,9897,2946
1528,2566,8305
1529,4144,1209
1530,8738,6895
1531,1125,9161
1532,6469,4520
1533,7044,8430
1534,4619,7612
1535,8607,6731
1536,5298,2445
1537,8240,8565
1538,6986,2530
1539,8961,5946
1540,9782,2377
1541,7471,1367
1542,9389,4021
1543,6033,4997
1544,7746,4143
1545,1801,5669
1546,8635,7664
1547,9248,6698
1548,8259,1369
1549,8105,9384
1550,2723,7030
1551,1016,759
1552,4453,1589
1553,6134,4873
1554,5069,3456
1555,1387,2853
1556,6038,5621
1557,7623,8316
1558,4760,2230
1559,8639,6499
1560,5197,910
1561,3668,2998
1562,7513,3067
1563,4736,3537
1564,5057,7067
1565,6644,4652
1566,1564,9328
1567,1321,7803
1568,5494,1143
1569,4741,1218
1570,9943,3960
1571,6102,4162
1572,5441,5209
1573,2028,8068
1574,8228,6254
1575,9915,4182
1576,2569,9910
1577,4680,5096
1578,757,5697
1579,5168,4291
1580,1755,9996
1581,9838,4378
1582,1577,7094
1583,5591,5417
1584,7507,6166
1585,2392,7020
1586,2786,926
1587,1534,4133
1588,5249,2548
1589,3387,2933
1590,2503,1389
1591,5276,2998
1592,5247,3772
1593,4681,5076
1594,512,4375
1595,5101,1926
1596,6146,6381
1597,6475,6628
1598,6626,3016
1599,2955,2496
1600,5872,9341
1601,8079,4035
1602,8831,8724
1603,7713,775
1604,9770,7812
1605,5059,3365
1606,4867,1739
1607,8126,8404
1608,7679,6639
1609,2423,159
1610,6422,9848
1611,9704,1430
1612,6153,2088
1613,2620,2081
1614,1891,7725
1615,7142,452
1616,8593,5806
1617,7153,9009
1618,6410,6857
1619,925,802
1620,4035,3663
1621,5609,1053
1622,8763,4225
1623,2795,7253
1624,6428,535
1625,3069,6071
1626,1308,9022
1627,2783,8148
1628,5438,3523
1629,9643,9097
1630,4266,5797
1631,4499,2511
1632,279,2433
1633,3428,2501
1634,261,6769
1635,5899,4474
1636,9708,329
1637,1108,6288
1638,8546,758
1639,5446,4241
1640,3576,5096
1641,9752,269
1642,5120,3792
1643,3223,1854
1644,1181,4980
1645,1328,9683
1646,5165,4253
1647,252,9587
1648,4427,3024
1649,3252,6259
1650,7883,9362
1651,1139,8315
1652,3697,4985
1653,7828,4701
1654,5620,2203
1655,9372,1607
1656,543,4953
1657,7355,1634
1658,2094,1554
1659,7934,1152
1660,5700,7797
1661,1056,1057
1662,9971,7104
1663,6106,6087
1664,863,4194
1665,8131,2061
1666,8765,1814
1667,4478,1821
1668,7330,8900
1669,1623,7110
1670,9672,6267
1671,9623,4121
1672,615,3657
1673,5831,823
1674,3759,3868
1675,5324,8934
1676,127,2187
1677,1500,1916
1678,3982,7893
1679,9591,4562
1680,5526,290
1681,3289,7595
1682,9340,7831
1683,4537,3355
1684,6358,5497
1685,1711,7480
1686,1982,2232
1687,6346,5999
1688,6104,5527
1689,9364,3284
1690,5536,2780
1691,9952,6671
1692,7267,3296
1693,6668,8587
1694,8818,4525
1695,8378,1913
1696,8895,3438
1697,5863,8226
1698,4033,6813
1699,9250,812
1700,6674,80
1701,4191,1643
