id,alarm_id,triggered_at
68,8402,2025-01-04 06:47:47.260926
69,8657,2025-01-07 10:58:40.474307
70,7409,2025-01-04 17:55:29.149696
71,6194,2025-01-05 10:13:43.405516
72,8151,2025-01-05 17:07:16.698367
73,5688,2025-01-05 08:07:16.628264
74,1365,2025-01-03 10:22:48.017563
75,8375,2025-01-08 13:50:42.763517
76,7182,2025-01-07 03:12:00.671991
77,7440,2025-01-07 02:15:42.422140
78,7809,2025-01-08 16:06:32.720973
79,4287,2025-01-03 05:28:57.842411
80,7218,2025-01-02 22:45:10.318566
81,7734,2025-01-06 13:10:20.635016
82,5801,2025-01-07 20:05:58.902968
83,508,2025-01-08 14:36:40.946875
84,3849,2025-01-07 21:20:28.104671
85,7052,2025-01-09 01:30:05.564888
86,2775,2025-01-05 23:10:36.822785
87,839,2025-01-08 21:48:59.622525
88,8427,2025-01-07 16:32:23.732752
89,5395,2025-01-05 08:58:04.151307
90,9232,2025-01-01 07:31:40.207153
91,7639,2025-01-04 10:38:27.767864
92,2064,2025-01-03 18:18:11.261135
93,2032,2025-01-09 07:57:45.063273
94,3018,2025-01-05 12:38:58.229370
95,5117,2025-01-06 19:36:03.510626
96,6848,2025-01-02 12:14:24.730269
97,1080,2025-01-05 09:24:08.876035
98,5100,2025-01-04 13:01:49.128792
99,2217,2025-01-04 06:31:25.991593
100,4054,2025-01-09 10:19:37.565308
101,1295,2025-01-04 01:04:18.007127
102,3459,2025-01-01 05:07:21.146954
103,1590,2025-01-01 18:40:46.041165
104,910,2025-01-06 05:45:08.132192
105,4034,2025-01-06 16:22:06.986839
106,3914,2025-01-04 04:29:46.489484
107,9887,2025-01-06 22:16:18.150372
108,5674,2025-01-07 17:51:36.339700
109,5876,2025-01-06 04:25:17.681778
110,5744,2025-01-09 11:02:51.428519
111,2422,2025-01-06 02:36:39.722666
112,8749,2025-01-04 23:04:25.319649
113,1833,2025-01-04 16:03:32.593138
114,3611,2025-01-06 14:29:55.757725
115,3054,2025-01-06 19:15:38.224040
116,3607,2025-01-08 09:31:49.394086
117,8514,2025-01-01 14:10:02.357038
118,6152,2025-01-02 12:26:52.792079
119,9582,2025-01-02 21:55:18.085174
120,5437,2025-01-05 21:28:56.266211
121,7103,2025-01-08 02:10:14.559916
122,3021,2025-01-03 22:17:24.934718
123,1446,2025-01-02 13:30:04.950432
124,278,2025-01-06 20:46:38.870204
125,9170,2025-01-05 11:59:17.223397
126,4373,2025-01-09 06:40:48.919393
127,7119,2025-01-08 01:38:01.426150
128,9349,2025-01-03 22:58:04.070055
129,3488,2025-01-05 07:06:22.265537
130,6672,2025-01-07 12:05:14.121753
131,2294,2025-01-04 10:25:28.972270
132,2317,2025-01-01 11:25:57.316398
133,4285,2025-01-08 04:15:09.985733
134,4961,2025-01-09 05:34:56.445261
135,2941,2025-01-09 01:59:56.118573
136,8856,2025-01-01 20:48:00.805012
137,2611,2025-01-04 17:02:18.941131
138,8431,2025-01-02 11:30:47.237376
139,6270,2025-01-01 18:02:55.406005
140,7072,2025-01-09 08:08:40.914367
141,6992,2025-01-01 22:12:14.432982
142,4715,2025-01-07 18:26:17.837833
143,2397,2025-01-05 23:16:08.453262
144,416,2025-01-07 23:16:25.638643
145,1841,2025-01-06 10:19:45.630286
146,6867,2025-01-04 17:10:21.112968
147,5401,2025-01-05 22:49:24.437333
148,9866,2025-01-05 03:36:10.998957
149,5346,2025-01-02 08:23:24.391423
150,8026,2025-01-07 19:48:28.024160
151,9466,2025-01-01 10:23:39.798701
152,6382,2025-01-01 18:06:53.549847
153,8812,2025-01-07 04:48:12.881185
154,8298,2025-01-09 11:04:47.762424
155,2687,2025-01-02 21:16:14.155375
156,9554,2025-01-03 12:07:14.357302
157,8701,2025-01-01 18:01:37.324364
158,9897,2025-01-09 08:19:27.828761
159,5843,2025-01-04 07:02:32.463868
160,3083,2025-01-04 14:14:36.676253
161,4826,2025-01-03 00:27:49.089427
162,1145,2025-01-06 04:37:22.766058
163,6542,2025-01-06 15:25:24.918598
164,3381,2025-01-04 07:12:48.767337
165,2312,2025-01-03 19:21:19.543514
166,5002,2025-01-05 00:54:50.528093
167,4213,2025-01-05 09:06:54.270742
168,3876,2025-01-02 05:12:47.609618
169,6760,2025-01-04 15:27:23.971395
170,5694,2025-01-09 01:42:08.003417
171,3284,2025-01-04 14:03:05.491025
172,1684,2025-01-03 12:07:40.906895
173,6207,2025-01-02 15:11:31.002042
174,2755,2025-01-04 20:17:12.320800
175,3757,2025-01-01 22:14:02.549978
176,9390,2025-01-05 07:58:13.142282
177,192,2025-01-05 01:52:54.455657
178,5938,2025-01-08 01:03:57.823492
179,5718,2025-01-03 23:51:18.235272
180,9481,2025-01-04 22:30:40.887030
181,3745,2025-01-08 16:12:21.456342
182,2005,2025-01-01 10:22:06.162504
183,2527,2025-01-06 11:22:10.840066
184,3885,2025-01-01 23:57:21.461422
185,1795,2025-01-01 20:12:06.324549
186,9269,2025-01-08 19:20:06.079963
187,7675,2025-01-02 06:03:11.667830
188,7122,2025-01-02 04:45:57.197208
189,5924,2025-01-08 03:11:42.186786
190,1842,2025-01-04 22:36:29.847852
191,6589,2025-01-02 08:06:54.039298
192,8882,2025-01-08 20:21:07.922251
193,1389,2025-01-08 04:04:14.739374
194,7647,2025-01-03 14:12:18.517931
195,4620,2025-01-05 18:13:26.793903
196,1085,2025-01-02 17:11:08.674910
197,8497,2025-01-04 16:55:13.507611
198,7782,2025-01-07 07:45:44.133944
199,6603,2025-01-03 23:49:53.969371
200,1834,2025-01-06 01:52:46.937595
201,2962,2025-01-05 20:51:30.810767
202,2260,2025-01-03 22:13:09.642905
203,1622,2025-01-04 18:35:09.352047
204,2470,2025-01-07 21:42:25.475360
205,3926,2025-01-02 01:23:34.534540
206,2330,2025-01-04 16:17:09.169757
207,5211,2025-01-08 08:00:37.137190
208,3615,2025-01-04 14:54:49.217489
209,9510,2025-01-05 18:59:14.399534
210,528,2025-01-08 02:43:32.981003
211,3424,2025-01-04 14:12:08.464519
212,6920,2025-01-02 08:03:04.918834
213,477,2025-01-07 12:02:53.719378
214,2374,2025-01-03 23:07:13.780270
215,4615,2025-01-03 12:18:54.312681
216,4343,2025-01-01 03:58:32.322186
217,7473,2025-01-02 01:48:02.951020
218,1208,2025-01-06 10:14:33.160250
219,2969,2025-01-02 20:53:10.795410
220,224,2025-01-04 05:26:39.611333
221,535,2025-01-03 00:21:03.648881
222,4795,2025-01-01 12:46:53.812725
223,2710,2025-01-06 06:31:03.239802
224,6977,2025-01-06 21:48:01.889358
225,5968,2025-01-02 07:34:37.453543
226,5034,2025-01-06 02:56:46.432405
227,5836,2025-01-02 11:36:53.279912
228,7465,2025-01-08 05:59:09.302479
229,7590,2025-01-07 02:56:29.161805
230,8759,2025-01-03 20:19:35.939365
231,5596,2025-01-02 04:58:41.023881
232,2432,2025-01-05 08:26:53.804601
233,5471,2025-01-08 01:11:11.840923
234,8549,2025-01-05 09:05:25.231770
235,6846,2025-01-01 05:34:56.749025
236,9551,2025-01-02 11:53:24.534958
237,4553,2025-01-03 23:32:53.657328
238,6678,2025-01-05 20:18:52.695584
239,4739,2025-01-04 01:51:47.069646
240,7486,2025-01-02 20:49:07.712788
241,3516,2025-01-07 03:16:00.873595
242,1904,2025-01-01 19:17:30.033206
243,2564,2025-01-05 11:16:18.316427
244,3661,2025-01-08 09:35:20.073776
245,6552,2025-01-05 02:15:41.012632
246,1839,2025-01-03 02:18:56.801094
247,6045,2025-01-05 04:10:05.671477
248,3097,2025-01-03 18:43:25.674373
249,439,2025-01-02 13:33:50.403753
250,2950,2025-01-02 10:52:58.710891
251,3896,2025-01-03 17:44:33.407181
252,1513,2025-01-05 11:56:15.710333
253,3742,2025-01-01 14:42:02.466516
254,4955,2025-01-06 17:48:51.539565
255,4737,2025-01-02 11:49:50.604645
256,9567,2025-01-03 04:04:19.127423
257,3397,2025-01-07 20:16:10.380674
258,9937,2025-01-04 20:50:14.859931
259,6191,2025-01-09 05:12:58.508306
260,1625,2025-01-02 16:37:16.427551
261,7506,2025-01-08 12:41:54.643567
262,3024,2025-01-09 07:59:39.315654
263,2597,2025-01-01 07:41:15.617289
264,8147,2025-01-03 15:03:53.877370
265,1575,2025-01-05 07:44:38.945330
266,1408,2025-01-08 22:41:12.277132
267,7439,2025-01-02 21:42:17.631446
268,1414,2025-01-01 14:26:34.447256
269,5874,2025-01-03 07:11:36.498885
270,6046,2025-01-03 15:32:35.956208
271,8137,2025-01-06 23:46:11.476601
272,439,2025-01-07 03:17:31.667421
273,8327,2025-01-04 23:36:48.951442
274,5491,2025-01-06 11:33:30.110595
275,401,2025-01-05 03:26:58.387488
276,4225,2025-01-02 08:44:40.457479
277,3638,2025-01-05 01:31:41.800727
278,5813,2025-01-04 03:37:34.832859
279,1674,2025-01-08 22:50:45.287964
280,1188,2025-01-03 19:22:55.550563
281,6613,2025-01-03 01:14:11.110266
282,502,2025-01-05 03:37:53.976713
283,2579,2025-01-05 11:52:12.172342
284,6827,2025-01-06 10:31:22.360740
285,3470,2025-01-04 12:22:48.838439
286,864,2025-01-05 11:01:58.289897
287,8514,2025-01-06 00:59:58.514581
288,5982,2025-01-05 14:24:51.749573
289,4267,2025-01-02 07:35:37.922638
290,9157,2025-01-07 01:07:04.040262
291,4577,2025-01-09 01:00:55.215063
292,6411,2025-01-02 04:25:27.343317
293,7081,2025-01-04 12:31:05.100103
294,7190,2025-01-01 12:25:02.610402
295,4233,2025-01-03 22:57:31.717304
296,4165,2025-01-01 21:43:32.291728
297,487,2025-01-03 09:15:18.607563
298,2863,2025-01-03 20:47:32.600552
299,7349,2025-01-06 16:27:43.970127
300,7424,2025-01-03 21:18:33.396209
301,7322,2025-01-05 16:46:44.558287
302,6428,2025-01-04 06:46:00.469881
303,9427,2025-01-07 11:40:37.282878
304,6569,2025-01-03 07:54:58.655860
305,9806,2025-01-04 15:59:11.225307
306,932,2025-01-02 16:00:37.042016
307,401,2025-01-04 15:52:28.835810
308,5650,2025-01-08 17:07:35.913385
309,7507,2025-01-04 19:28:14.372521
310,5802,2025-01-05 20:33:04.227849
311,6470,2025-01-08 02:45:26.914627
312,3347,2025-01-04 01:12:55.299285
313,9039,2025-01-04 11:17:43.314326
314,6607,2025-01-02 13:13:41.475249
315,8756,2025-01-05 04:07:41.514881
316,3238,2025-01-02 23:36:27.740407
317,130,2025-01-06 18:23:15.326812
318,5980,2025-01-08 00:04:32.964397
319,7006,2025-01-01 01:23:30.674347
320,6266,2025-01-05 01:43:37.249173
321,5978,2025-01-07 12:37:16.467436
322,826,2025-01-08 05:10:09.010973
323,3094,2025-01-03 07:14:21.213193
324,9586,2025-01-08 17:11:11.085033
325,856,2025-01-08 04:03:29.658967
326,5979,2025-01-02 02:49:23.149909
327,9133,2025-01-06 04:41:15.272257
328,7417,2025-01-01 13:18:27.580806
329,3373,2025-01-03 12:27:17.009473
330,7956,2025-01-07 07:57:21.985787
331,1036,2025-01-08 19:32:21.078346
332,2821,2025-01-09 07:51:07.027003
333,662,2025-01-08 21:29:12.199992
334,161,2025-01-04 06:37:51.165394
335,774,2025-01-07 01:08:39.017003
336,539,2025-01-07 21:54:35.618853
337,4651,2025-01-06 01:08:09.314859
338,5578,2025-01-02 05:15:33.780706
339,4213,2025-01-09 02:21:47.704882
340,8880,2025-01-03 12:16:17.376979
341,2533,2025-01-03 18:36:56.230820
342,4100,2025-01-06 20:46:27.088781
343,3932,2025-01-04 11:42:25.051170
344,9238,2025-01-04 03:09:36.426385
345,6803,2025-01-03 00:52:11.441533
346,3405,2025-01-07 17:38:29.410944
347,8538,2025-01-07 18:51:18.508636
348,881,2025-01-04 06:27:54.782064
349,6685,2025-01-01 02:37:31.110691
350,5436,2025-01-05 22:11:50.350498
351,1252,2025-01-06 09:10:39.986419
352,7124,2025-01-06 04:49:20.840846
353,8057,2025-01-03 05:32:13.673119
354,6602,2025-01-06 00:48:59.667742
355,8315,2025-01-01 11:21:34.686497
356,6262,2025-01-08 19:14:13.091867
357,5951,2025-01-06 17:09:49.242865
358,3462,2025-01-06 01:00:28.639641
359,3584,2025-01-03 21:05:39.002527
360,1474,2025-01-02 02:18:47.207650
361,1480,2025-01-05 14:08:06.924274
362,1979,2025-01-02 05:24:07.778196
363,7351,2025-01-09 00:41:04.977514
364,4457,2025-01-04 16:39:15.701791
365,5352,2025-01-01 19:04:36.892610
366,4913,2025-01-03 04:51:54.575625
367,1084,2025-01-05 10:29:11.214938
368,4689,2025-01-05 10:53:29.343431
369,2673,2025-01-02 07:56:23.843787
370,8851,2025-01-03 13:25:36.960926
371,6228,2025-01-05 14:40:04.121403
372,923,2025-01-07 02:17:57.736426
373,2496,2025-01-09 09:07:24.147645
374,6882,2025-01-08 13:18:21.980978
375,8475,2025-01-04 02:20:43.936339
376,4657,2025-01-08 16:54:32.485596
377,7183,2025-01-04 03:29:28.767394
378,73,2025-01-09 01:56:11.376880
379,4329,2025-01-07 02:35:07.241433
380,1644,2025-01-04 10:49:46.801017
381,3607,2025-01-05 19:53:17.799689
382,845,2025-01-07 17:59:17.767239
383,1753,2025-01-07 10:44:27.672195
384,1669,2025-01-03 19:55:12.504166
385,4434,2025-01-03 04:50:07.306129
386,2894,2025-01-04 06:26:10.488428
387,3015,2025-01-09 03:12:40.701123
388,6820,2025-01-08 00:53:51.771030
389,3139,2025-01-07 01:31:27.923348
390,9011,2025-01-07 03:51:08.880771
391,5638,2025-01-03 11:14:07.253805
392,435,2025-01-04 19:45:24.985337
393,7827,2025-01-01 15:58:30.082215
394,3857,2025-01-01 19:24:11.694312
395,1979,2025-01-01 17:45:19.556825
396,5654,2025-01-01 07:21:46.019880
397,2746,2025-01-03 19:11:44.069300
398,48,2025-01-05 10:41:37.320545
399,236,2025-01-03 02:11:25.133808
400,9623,2025-01-04 10:11:15.140572
401,6962,2025-01-08 02:13:19.486021
402,5938,2025-01-07 01:25:57.852110
403,5371,2025-01-05 11:38:27.549143
404,6212,2025-01-09 00:35:22.999433
405,4531,2025-01-06 22:58:20.318377
406,1811,2025-01-03 07:30:18.388629
407,6709,2025-01-02 03:40:18.164858
408,6701,2025-01-01 14:26:42.669452
409,1098,2025-01-05 05:37:56.212516
410,7674,2025-01-06 10:26:01.102257
411,9029,2025-01-05 18:54:36.438482
412,9666,2025-01-07 03:39:05.584438
413,1079,2025-01-02 02:44:35.480361
414,5378,2025-01-03 03:49:27.961700
415,7126,2025-01-05 02:38:48.094611
416,1057,2025-01-04 15:36:10.519437
417,69,2025-01-07 22:11:10.835547
418,662,2025-01-03 13:56:33.253407
419,1245,2025-01-07 10:12:56.870559
420,1120,2025-01-01 09:34:07.282006
421,2982,2025-01-03 11:15:35.025851
422,6907,2025-01-03 21:12:14.955828
423,4139,2025-01-03 01:33:20.535996
424,5419,2025-01-02 03:03:02.022011
425,5781,2025-01-07 20:54:29.562265
426,2484,2025-01-08 01:33:29.673734
427,6957,2025-01-09 09:45:07.939510
428,5735,2025-01-07 00:33:05.408211
429,4818,2025-01-06 12:06:26.556705
430,9421,2025-01-01 05:32:05.245241
431,7955,2025-01-08 23:47:02.478429
432,7473,2025-01-03 06:58:33.129917
433,5866,2025-01-01 08:58:35.441647
434,5331,2025-01-03 11:06:07.400960
435,5438,2025-01-02 12:36:43.735891
436,5280,2025-01-04 15:57:34.366146
437,6833,2025-01-02 02:11:29.458788
438,654,2025-01-03 22:04:07.100518
439,1107,2025-01-08 04:51:13.786427
440,8779,2025-01-01 05:15:21.954891
441,6851,2025-01-08 00:02:43.213515
442,1497,2025-01-07 15:25:09.986151
443,1201,2025-01-03 16:59:56.286195
444,1992,2025-01-01 13:35:06.197807
445,5462,2025-01-01 21:09:13.994713
446,5422,2025-01-04 12:52:28.534040
447,8556,2025-01-02 21:04:44.572751
448,3308,2025-01-06 11:23:00.594767
449,2603,2025-01-09 10:00:22.421857
450,2954,2025-01-08 10:48:30.409534
451,7963,2025-01-08 22:11:27.226062
452,925,2025-01-08 10:15:31.467627
453,1768,2025-01-04 01:47:18.147793
454,369,2025-01-05 04:52:15.657645
455,5213,2025-01-05 04:35:14.622039
456,4084,2025-01-01 23:20:05.078171
457,3183,2025-01-02 04:10:22.482179
458,530,2025-01-07 01:40:39.748132
459,8813,2025-01-04 04:17:14.083504
460,9611,2025-01-02 07:55:02.494049
461,9048,2025-01-04 04:26:39.015473
462,8169,2025-01-01 22:42:47.117954
463,892,2025-01-09 03:08:23.079555
464,3958,2025-01-09 08:46:52.566377
465,6223,2025-01-06 21:35:44.229441
466,8262,2025-01-08 19:48:37.436311
467,578,2025-01-05 15:28:56.463087
468,6738,2025-01-06 14:03:23.178755
469,7674,2025-01-03 08:39:49.725689
470,2741,2025-01-05 16:52:18.212348
471,2349,2025-01-02 15:52:58.717631
472,8563,2025-01-07 20:54:30.036788
473,2279,2025-01-05 20:02:38.861598
474,7904,2025-01-08 06:30:25.633081
475,6022,2025-01-02 14:54:42.607427
476,9983,2025-01-08 15:32:34.300487
477,1552,2025-01-06 15:27:48.560528
478,8959,2025-01-02 05:41:31.150684
479,2203,2025-01-05 06:10:58.388150
480,8744,2025-01-07 22:51:17.066037
481,2127,2025-01-03 18:39:54.015430
482,4995,2025-01-03 15:25:59.557207
483,3776,2025-01-03 00:53:47.608437
484,4123,2025-01-04 00:37:12.722988
485,9713,2025-01-02 12:55:02.817751
486,4667,2025-01-02 00:42:12.776686
487,8656,2025-01-08 13:20:32.592472
488,5117,2025-01-06 22:55:58.697033
489,8879,2025-01-07 10:45:09.696044
490,5894,2025-01-05 14:17:45.890393
491,2539,2025-01-03 00:20:37.812721
492,4932,2025-01-05 17:56:57.984776
493,4870,2025-01-05 01:48:12.923357
494,2037,2025-01-01 09:41:23.884433
495,8965,2025-01-03 21:10:33.461215
496,6330,2025-01-08 18:38:23.684534
497,4568,2025-01-01 09:06:56.888413
498,5591,2025-01-04 23:21:29.035953
499,2676,2025-01-04 15:08:19.966385
500,3510,2025-01-09 03:40:24.938191
501,899,2025-01-02 20:57:51.844606
502,5133,2025-01-06 03:23:41.162290
503,3517,2025-01-04 15:59:33.212777
504,4130,2025-01-02 22:25:53.784726
505,1504,2025-01-02 00:23:53.295715
506,1,2025-01-05 19:44:54.659375
507,2305,2025-01-01 00:21:56.313909
508,4649,2025-01-09 00:56:30.600498
509,4298,2025-01-04 23:38:35.324626
510,9808,2025-01-06 00:51:34.529089
511,616,2025-01-04 02:30:37.388249
512,2442,2025-01-03 15:37:25.601235
513,2991,2025-01-06 19:49:05.641162
514,6806,2025-01-04 14:56:14.857582
515,6057,2025-01-08 15:54:22.208070
516,2993,2025-01-05 00:35:10.503253
517,1371,2025-01-08 21:37:39.508532
518,4445,2025-01-07 13:10:29.375511
519,8077,2025-01-01 00:53:25.417251
520,3546,2025-01-07 11:36:52.190155
521,4191,2025-01-09 03:51:21.435496
522,2632,2025-01-01 03:11:13.214287
523,2966,2025-01-04 02:23:20.258175
524,5512,2025-01-03 01:57:45.071407
525,7724,2025-01-07 20:05:52.567879
526,3802,2025-01-04 06:11:40.442805
527,8822,2025-01-05 21:11:35.671362
528,1632,2025-01-05 15:21:30.174051
529,3378,2025-01-01 00:21:12.822392
530,2601,2025-01-01 03:34:22.646339
531,1444,2025-01-01 10:18:21.273838
532,3810,2025-01-03 09:42:06.443328
533,1207,2025-01-04 03:01:34.484796
534,9228,2025-01-04 22:05:05.419718
535,4567,2025-01-07 16:09:49.404021
536,633,2025-01-04 06:56:05.479108
537,3462,2025-01-02 02:53:47.590006
538,780,2025-01-03 15:06:47.940748
539,2893,2025-01-07 21:41:22.805916
540,4912,2025-01-04 03:15:08.721654
541,3448,2025-01-05 01:30:21.923054
542,9270,2025-01-02 06:06:40.321769
543,8017,2025-01-06 21:24:15.928128
544,3331,2025-01-02 07:19:06.560478
545,3288,2025-01-06 01:41:53.531543
546,7579,2025-01-01 20:00:13.221957
547,2130,2025-01-08 03:11:16.638980
548,2217,2025-01-02 03:28:38.747020
549,6125,2025-01-08 04:02:52.584796
550,1414,2025-01-04 15:41:08.317966
551,3786,2025-01-09 02:34:50.562184
552,5998,2025-01-06 20:56:31.746113
553,6202,2025-01-08 23:51:47.558913
554,1486,2025-01-05 08:17:32.787802
555,224,2025-01-05 07:04:55.200730
556,5067,2025-01-02 05:45:59.781727
557,9217,2025-01-03 09:42:42.086030
558,7193,2025-01-05 20:20:53.665813
559,2821,2025-01-04 20:52:53.379010
560,9512,2025-01-04 14:18:38.569752
561,3305,2025-01-08 11:07:49.750883
562,445,2025-01-07 15:19:05.427009
563,2766,2025-01-02 09:20:42.154554
564,7041,2025-01-08 03:10:35.743686
565,9453,2025-01-01 18:33:49.276210
566,6110,2025-01-04 20:47:33.877453
567,658,2025-01-07 18:42:14.251624
568,8428,2025-01-01 03:58:26.358499
569,9034,2025-01-02 00:30:59.104049
570,6243,2025-01-07 13:53:52.284556
571,1833,2025-01-05 20:54:46.152464
572,7446,2025-01-05 06:46:04.517251
573,4196,2025-01-06 05:03:44.643878
574,6755,2025-01-04 10:52:28.230223
575,3452,2025-01-06 18:58:20.947328
576,6556,2025-01-02 05:36:03.066652
577,7275,2025-01-04 21:08:41.293065
578,233,2025-01-06 07:53:16.686796
579,1180,2025-01-04 14:41:10.373237
580,6981,2025-01-06 08:34:50.812373
581,6403,2025-01-06 12:06:02.123938
582,1485,2025-01-08 22:25:02.467718
583,5974,2025-01-07 08:34:10.947848
584,4275,2025-01-06 06:09:52.869334
585,392,2025-01-05 14:29:23.904190
586,1818,2025-01-02 09:03:44.109191
587,2402,2025-01-02 00:56:40.931947
588,4809,2025-01-06 12:36:11.650902
589,6594,2025-01-07 18:11:38.010250
590,4998,2025-01-07 03:39:05.146402
591,3927,2025-01-09 06:04:48.543249
592,6202,2025-01-09 09:02:07.511497
593,4926,2025-01-07 07:43:05.007453
594,1517,2025-01-02 07:21:38.356203
595,8906,2025-01-06 12:13:00.822389
596,6987,2025-01-08 03:49:50.715830
597,8568,2025-01-04 10:02:39.914088
598,7693,2025-01-02 15:59:37.651340
599,3346,2025-01-08 07:49:52.072236
600,2929,2025-01-08 07:26:32.215541
601,7348,2025-01-02 18:18:52.930491
602,7882,2025-01-07 14:51:52.654804
603,4431,2025-01-05 10:15:04.911254
604,1303,2025-01-03 09:48:24.718100
605,9443,2025-01-01 14:56:39.976750
606,4867,2025-01-05 07:34:47.522335
607,7389,2025-01-07 05:33:46.415964
608,4431,2025-01-06 13:27:27.684019
609,1192,2025-01-09 03:12:18.911512
610,7178,2025-01-09 00:28:20.169262
611,6841,2025-01-05 05:56:38.171408
612,8559,2025-01-01 08:47:16.351862
613,9948,2025-01-03 01:17:53.200648
614,9406,2025-01-09 05:19:36.333465
615,999,2025-01-02 11:47:49.797135
616,3904,2025-01-05 14:12:11.627357
617,6856,2025-01-04 21:40:00.007205
618,6792,2025-01-06 20:13:25.252314
619,5184,2025-01-03 11:11:18.301130
620,181,2025-01-05 17:28:46.558950
621,5901,2025-01-02 20:00:06.225593
622,823,2025-01-02 13:02:16.843504
623,5334,2025-01-03 15:26:49.004352
624,875,2025-01-02 14:55:31.910218
625,7664,2025-01-08 21:23:59.113960
626,5792,2025-01-09 10:00:48.577714
627,924,2025-01-03 06:26:29.060045
628,8986,2025-01-03 05:27:30.086116
629,3919,2025-01-07 23:52:12.637930
630,5718,2025-01-06 23:25:53.476193
631,5406,2025-01-09 03:56:39.380997
632,9373,2025-01-08 20:20:22.607232
633,3200,2025-01-04 13:35:04.819786
634,6345,2025-01-08 18:49:54.203125
635,2579,2025-01-09 06:14:48.899356
636,3128,2025-01-08 04:50:47.019789
637,8926,2025-01-05 01:45:15.630007
638,1476,2025-01-06 04:12:24.602992
639,9004,2025-01-06 07:41:52.157694
640,9711,2025-01-03 22:37:06.845052
641,2723,2025-01-01 05:43:33.583262
642,9652,2025-01-09 01:18:56.779369
643,4678,2025-01-06 13:10:34.882529
644,2515,2025-01-03 16:28:00.702821
645,2575,2025-01-01 20:46:47.314860
646,1400,2025-01-03 11:54:57.893356
647,4033,2025-01-05 14:15:04.680851
648,8960,2025-01-04 08:17:45.900059
649,9372,2025-01-04 15:20:47.001623
650,9669,2025-01-01 23:16:24.899231
651,673,2025-01-03 15:43:41.182176
652,4037,2025-01-07 19:26:36.701257
653,3465,2025-01-01 13:41:05.266925
654,7224,2025-01-03 11:51:36.154742
655,3033,2025-01-07 16:09:43.223996
656,7235,2025-01-03 21:35:18.501364
657,204,2025-01-07 10:12:18.201758
658,9301,2025-01-07 22:09:37.131331
659,1809,2025-01-05 04:54:57.822344
660,7078,2025-01-08 14:11:07.932314
661,4355,2025-01-04 12:27:37.972103
662,1725,2025-01-07 19:38:13.991133
663,7357,2025-01-01 16:51:51.485975
664,3648,2025-01-02 03:04:34.855885
665,2552,2025-01-09 05:29:27.858315
666,9612,2025-01-09 10:29:55.827744
667,2380,2025-01-08 18:41:13.493199
668,4048,2025-01-04 19:10:19.028935
